guitar;s2_music_47.wav
guitar;s2_music_48.wav
rain;s2_nature_1.wav
rain;s2_nature_2.wav
rain;s2_nature_3.wav
ocean;s2_nature_4.wav
ocean;s2_nature_5.wav
ocean;s2_nature_6.wav
thunder;s2_nature_7.wav
thunder;s2_nature_8.wav
thunder;s2_nature_9.wav
rain;s2_nature_10.wav
wind;s2_nature_11.wav
wind;s2_nature_12.wav
wind;s2_nature_13.wav
rain;s2_nature_14.wav
wind;s2_nature_15.wav
wind;s2_nature_16.wav
rain;s2_nature_17.wav
rain;s2_nature_18.wav
rain;s2_nature_19.wav
rain;s2_nature_20.wav
ocean;s2_nature_21.wav
wind;s2_nature_22.wav
rain;s2_nature_23.wav
waterfall;s2_nature_24.wav
thunder;s2_nature_25.wav
thunder;s2_nature_26.wav
rain;s2_nature_27.wav
rain;s2_nature_28.wav
rain;s2_nature_29.wav
rain;s2_nature_30.wav
wind;s2_nature_31.wav
wind;s2_nature_32.wav
thunder;s2_nature_33.wav
thunder;s2_nature_34.wav
rain;s2_nature_35.wav
thunder;s2_nature_36.wav
thunder;s2_nature_37.wav
thunder;s2_nature_38.wav
thunder;s2_nature_39.wav
thunder;s2_nature_40.wav
thunder;s2_nature_41.wav
wind;s2_nature_42.wav
wind;s2_nature_43.wav
wind;s2_nature_44.wav
wind;s2_nature_45.wav
river;s2_nature_46.wav
river;s2_nature_47.wav
waves;s2_nature_48.wav
speech;s2_speech_1.wav
speech;s2_speech_2.wav
speech;s2_speech_3.wav
speech;s2_speech_4.wav
speech;s2_speech_5.wav
speech;s2_speech_6.wav
speech;s2_speech_7.wav
speech;s2_speech_8.wav
speech;s2_speech_9.wav
speech;s2_speech_10.wav
speech;s2_speech_11.wav
speech;s2_speech_12.wav
speech;s2_speech_13.wav
speech;s2_speech_14.wav
speech;s2_speech_15.wav
speech;s2_speech_16.wav
speech;s2_speech_17.wav
speech;s2_speech_18.wav
speech;s2_speech_19.wav
speech;s2_speech_20.wav
speech;s2_speech_21.wav
speech;s2_speech_22.wav
speech;s2_speech_23.wav
speech;s2_speech_24.wav
speech;s2_speech_25.wav
speech;s2_speech_26.wav
speech;s2_speech_27.wav
speech;s2_speech_28.wav
speech;s2_speech_29.wav
speech;s2_speech_30.wav
speech;s2_speech_31.wav
speech;s2_speech_32.wav
speech;s2_speech_33.wav
speech;s2_speech_34.wav
speech;s2_speech_35.wav
speech;s2_speech_36.wav
speech;s2_speech_37.wav
speech;s2_speech_38.wav
speech;s2_speech_39.wav
speech;s2_speech_40.wav
speech;s2_speech_41.wav
speech;s2_speech_42.wav
speech;s2_speech_43.wav
speech;s2_speech_44.wav
speech;s2_speech_45.wav
speech;s2_speech_46.wav
speech;s2_speech_47.wav
speech;s2_speech_48.wav
paper;s2_tools_1.wav
siren;s2_tools_2.wav
dice;s2_tools_3.wav
engine;s2_tools_4.wav
clock;s2_tools_5.wav
typewriter;s2_tools_6.wav
zipper;s2_tools_7.wav
hammer;s2_tools_8.wav
door;s2_tools_9.wav
toothbrush;s2_tools_10.wav
elastic;s2_tools_11.wav
motor;s2_tools_12.wav
glass;s2_tools_13.wav
car;s2_tools_14.wav
bell;s2_tools_15.wav
bell;s2_tools_16.wav
phone;s2_tools_17.wav
dishes;s2_tools_18.wav
horn;s2_tools_19.wav
elastic;s2_tools_20.wav
sawing;s2_tools_21.wav
phone;s2_tools_22.wav
whistle;s2_tools_23.wav
glass;s2_tools_24.wav
horn;s2_tools_25.wav
metal;s2_tools_26.wav
keys;s2_tools_27.wav
sawing;s2_tools_28.wav
horn;s2_tools_29.wav
motor;s2_tools_30.wav
gun;s2_tools_31.wav
wood;s2_tools_32.wav
firework;s2_tools_33.wav
cutting;s2_tools_34.wav
toilet;s2_tools_35.wav
door;s2_tools_36.wav
bottle;s2_tools_37.wav
door;s2_tools_38.wav
door;s2_tools_39.wav
water;s2_tools_40.wav
sawing;s2_tools_41.wav
keys;s2_tools_42.wav
gun;s2_tools_43.wav
hairdryer;s2_tools_44.wav
brush;s2_tools_45.wav
engine;s2_tools_46.wav
sawing;s2_tools_47.wav
keys;s2_tools_48.wav
uhm;s2_voice_1.wav
laugh;s2_voice_2.wav
cry;s2_voice_3.wav
sing;s2_voice_4.wav
pant;s2_voice_5.wav
laugh;s2_voice_6.wav
laugh;s2_voice_7.wav
throat;s2_voice_8.wav
uhm;s2_voice_9.wav
sigh;s2_voice_10.wav
yawn;s2_voice_11.wav
laugh;s2_voice_12.wav
blabla;s2_voice_13.wav
cry;s2_voice_14.wav
laugh;s2_voice_15.wav
cry;s2_voice_16.wav
laugh;s2_voice_17.wav
humm;s2_voice_18.wav
humm;s2_voice_19.wav
ah;s2_voice_20.wav
eh;s2_voice_21.wav
cough;s2_voice_22.wav
throat;s2_voice_23.wav
ah;s2_voice_24.wav
ah;s2_voice_25.wav
laugh;s2_voice_26.wav
vomit;s2_voice_27.wav
cheer;s2_voice_28.wav
humm;s2_voice_29.wav
cough;s2_voice_30.wav
humm;s2_voice_31.wav
humm;s2_voice_32.wav
laugh;s2_voice_33.wav
cry;s2_voice_34.wav
cry;s2_voice_35.wav
humm;s2_voice_36.wav
cry;s2_voice_37.wav
laugh;s2_voice_38.wav
vomit;s2_voice_39.wav
laugh;s2_voice_40.wav
cheer;s2_voice_41.wav
sing;s2_voice_42.wav
laugh;s2_voice_43.wav
sing;s2_voice_44.wav
cry;s2_voice_45.wav
cry;s2_voice_46.wav
sing;s2_voice_47.wav
laugh;s2_voice_48.wav
